Transaction_ID,Amount,Time_Since_Last_Transaction,Location_Match,Device_Match,Transaction_Channel,Merchant_Category,User_Age,Account_Tenure,Fraud_Label
TXN000321,714.8813267773622,8.76055837152822,1,0,Web,Electronics,40,1.1236272842819532,1
TXN002678,112.40070010895512,41.049748064765524,0,0,Mobile,Grocery,19,6.604283320040899,0
TXN004625,682.85793828839,21.77783432330983,0,1,Mobile,Dining,42,4.726661588027999,0
TXN004949,845.1946092477459,10.727343203526502,0,1,Web,Retail,20,5.045011921381476,0
TXN008328,864.3663716592955,3.3025899053109304,0,0,POS,Electronics,49,1.218801516833809,0
TXN003337,758.9566058427567,11.132621572842435,1,1,POS,Retail,51,0.22161825043344946,0
TXN005589,641.4450174785773,0.970791540930609,0,0,Mobile,Clothing,67,6.484803717191759,0
TXN000251,385.71263087332335,8.747161079022135,0,1,Mobile,Retail,54,1.860411601979581,1
TXN003973,709.7294257693408,67.8056633906388,0,1,POS,Retail,34,7.681073839089784,0
TXN006630,412.60572121270474,4.71855120047469,1,1,POS,Dining,25,7.6920205647757465,0
TXN005547,50.25967812271485,8.380194269545623,1,0,Mobile,Electronics,42,1.9161839845231818,0
TXN000035,808.5889507683447,12.683843894439462,1,0,POS,Electronics,39,1.7738375559178612,1
TXN008362,234.16287318866884,13.34283318395444,0,0,POS,Dining,42,1.6820982862870255,0
TXN001513,19.21435009368527,14.417350971766977,0,1,Web,Grocery,31,5.658974800093008,0
TXN009317,370.5187370224767,127.35367643093826,1,1,POS,Dining,30,8.67071333338808,0
TXN000039,440.7123412458617,3.1518492212245715,0,1,Mobile,Clothing,39,7.503836227961206,1
TXN004819,200.02046615123942,22.150314202475887,0,1,Web,Retail,68,6.340120857851277,0
TXN003465,705.4340064249927,26.105295770166034,0,0,Web,Dining,22,1.3325160522066275,0
TXN001760,454.9229572254009,35.552053335621395,0,0,Mobile,Clothing,63,1.598399123422185,0
TXN002304,931.8219657133835,72.37571202821995,0,0,Mobile,Retail,21,5.743164838221607,0
TXN003723,186.54733893318044,7.450938920820251,1,1,Web,Dining,47,0.591211282405519,0
TXN008284,588.2076096613058,58.28407633670517,1,1,Web,Dining,33,9.29319386329534,0
TXN004993,648.8160923433369,15.256294998829802,0,1,POS,Electronics,60,0.481619976770467,0
TXN008127,933.681762457259,158.65092862704958,0,1,Web,Clothing,42,9.994248856886417,0
TXN003032,751.1888585649549,16.36963971788653,0,1,POS,Grocery,59,2.34348361197597,0
TXN007938,359.97965152527144,100.1122760346399,1,1,POS,Grocery,39,1.99279894852004,0
TXN003039,519.1822933862144,52.751958764673034,0,1,Web,Grocery,65,8.349335910864623,0
TXN009655,563.1260670349387,34.624221914546666,0,1,Web,Electronics,40,6.9879965156648485,0
TXN002545,488.14018185754367,3.1904568452942064,0,0,Mobile,Retail,30,4.070769058702079,0
TXN002592,552.9484664404812,14.714022983481641,1,0,POS,Clothing,33,3.0927286513686445,0
TXN001188,301.66260337986944,9.997027708168357,0,0,Web,Retail,44,0.8859362260024137,0
TXN007966,275.62076259883065,55.43671697331882,1,1,Web,Dining,42,6.60588145634689,0
TXN006077,544.5645153155291,2.384068964699384,0,0,Web,Retail,28,3.5690189456608876,0
TXN000107,755.7955874045056,21.517179662156828,0,1,Web,Clothing,44,2.7505829829158306,1
TXN001315,643.9341175013284,45.37051246379455,1,1,Web,Clothing,31,7.705398034318616,0
TXN008187,936.1894459685946,42.26941839467228,0,0,POS,Electronics,29,2.1740048682219926,0
TXN002753,345.8470162857163,1.6783902835009277,0,0,POS,Grocery,36,5.197051750987518,0
TXN009753,768.6993278684697,25.96259524637415,1,0,Mobile,Grocery,52,0.8839876580884325,0
TXN006231,911.4304744001923,1.1663295198323862,1,1,POS,Clothing,68,9.45125700791708,0
TXN002876,498.0423122939561,29.285801233487728,1,0,Mobile,Electronics,28,5.515755582411006,0
TXN005323,998.7941428798389,66.91111983564733,0,1,Web,Retail,23,7.213625891294465,0
TXN000799,922.5768817961184,3.059366947516182,1,1,Mobile,Electronics,43,1.6337776379283366,0
TXN003570,314.561621225748,4.70778625905912,0,1,POS,Dining,27,6.900924654072651,0
TXN002894,152.44347972529928,14.102062456508623,0,1,Mobile,Clothing,20,9.148072378110962,0
TXN002927,984.8735443597134,21.98489264133348,0,0,Mobile,Clothing,50,3.2068105845515564,0
TXN008178,41.28491448122975,32.380882443403124,1,0,POS,Grocery,58,5.709251700880648,0
TXN000971,936.8929095854332,87.87802993100793,1,1,Web,Clothing,48,1.4239294246592835,0
TXN006687,352.3581081408495,25.825839415513805,0,1,Web,Electronics,25,8.524313495345405,0
TXN008575,70.79205876397702,36.331287178074724,0,0,Web,Grocery,50,7.43329576364623,0
TXN002020,963.4310397793369,15.335725490526285,0,1,Web,Electronics,29,1.4057652819736668,0
TXN009054,575.9739583232722,19.829135496130995,1,1,POS,Dining,57,6.873100355069339,0
TXN000952,176.19590734482614,7.585380464145757,1,0,Web,Clothing,57,3.197220198646703,0
TXN005359,498.83469526594297,11.529989473410158,1,0,Mobile,Grocery,32,0.541241108189711,0
TXN003857,551.1127160614107,62.5965760773584,0,0,Web,Electronics,42,9.500064020677952,0
TXN005861,518.4973335596112,126.68863527970765,1,0,Web,Retail,61,6.268454563138958,0
TXN003145,369.0804709966623,38.920008736231026,1,0,POS,Dining,21,5.3355066098208646,0
TXN003305,351.1700137518757,30.136320718044086,1,0,Mobile,Retail,27,0.9061745005583727,0
TXN003006,906.1809734207793,118.18229477237459,0,0,POS,Grocery,44,7.4516681568041925,0
TXN009001,525.8351213376785,6.869323425016312,0,0,Web,Retail,63,8.190939401304055,0
TXN007770,504.38490799448226,36.96839030709747,0,1,Web,Electronics,31,1.0490274004862838,0
TXN007438,280.3218312124867,17.33289378939935,0,1,Mobile,Dining,25,7.979538136427073,0
TXN007942,901.3579485887667,28.871789796962943,1,0,POS,Retail,39,7.779903411721927,0
TXN009238,496.7232600104345,73.84423312526312,0,0,POS,Grocery,69,0.6964195891281428,0
TXN001056,767.4211006421957,27.442199716440527,1,0,Mobile,Retail,66,1.2100264098726756,0
TXN003154,443.1029692999308,8.290959601958546,0,0,Web,Retail,48,0.17487780494201316,0
TXN003787,464.5177164687205,2.657051325411635,1,1,Mobile,Dining,44,6.645151411179964,0
TXN009189,814.3945582876083,33.90686771708356,1,0,POS,Clothing,20,5.948134777647184,0
TXN007825,856.8732165593915,37.58055274213014,1,0,Mobile,Clothing,44,3.822003881705034,0
TXN007539,394.2882041046222,13.447249779050491,0,0,POS,Clothing,38,4.09157628369609,0
TXN007231,442.9513470074454,28.38224001001711,0,1,Mobile,Retail,25,3.9059013622620746,0
TXN000764,34.4989023010436,47.58439498766337,1,0,POS,Dining,47,8.040106776479998,0
TXN005019,858.0769790833315,34.98073171057373,1,0,POS,Clothing,51,8.421711417264008,0
TXN004903,308.37141038847057,6.885933014822682,1,1,Web,Clothing,55,1.0649862251059088,0
TXN008093,976.1022541400463,13.053275949073418,0,0,Mobile,Retail,64,5.573374559166442,0
TXN006843,86.32307432545703,40.990657995355505,1,1,POS,Grocery,54,9.10487193578005,0
TXN002165,979.1258330771394,28.55996213340979,1,1,Web,Dining,52,3.647949423730982,0
TXN001862,178.25134070023717,49.680671976609354,0,1,Web,Grocery,25,5.573732543172291,0
TXN007850,303.9163271718726,41.16215228144623,0,0,POS,Electronics,64,1.5866251024977893,0
TXN009123,895.171656213278,116.94455487762515,0,1,Web,Grocery,44,7.653384338104446,0
TXN002340,751.4268697606097,32.340610858587425,0,0,Mobile,Retail,42,2.0237424939491238,0
TXN005527,82.36576567826803,37.11834721002404,0,1,POS,Dining,41,2.4983847430085344,0
TXN006743,861.981979471535,71.93079249642906,0,0,Mobile,Retail,33,1.5312615170994597,0
TXN004003,154.7460047890799,20.020916152635312,1,0,Mobile,Electronics,53,9.682673175481531,0
TXN001123,809.7065586501532,30.17235261814244,0,0,POS,Clothing,22,6.186642649515813,0
TXN008709,723.857119739541,18.53458399357017,1,1,POS,Clothing,24,1.2955079669584038,0
TXN004049,202.32684962830655,0.5846337520086439,0,0,Mobile,Dining,32,4.814338722586612,0
TXN007640,450.5742152882748,9.80212745740667,0,1,POS,Retail,54,3.877783494709434,0
TXN000765,570.3197951864452,29.890856513342467,1,1,Web,Clothing,33,4.584405486303033,0
TXN002344,941.7839859073061,18.876982972830405,0,1,Web,Dining,45,7.5935115912478155,0
TXN004071,676.8072657710838,5.947973130048265,1,0,Web,Dining,25,5.039756348277047,0
TXN007216,566.1815592445947,4.264156920317758,0,0,POS,Clothing,33,3.628185708894684,0
TXN004216,42.53738088674717,2.515903931121218,0,0,POS,Electronics,49,0.470235028834997,0
TXN007952,603.4108495012235,2.102219631299312,1,0,POS,Electronics,60,0.3133334988833096,0
TXN005970,791.5194035983542,64.59292972981369,1,1,Web,Grocery,33,1.7885206153265796,0
TXN003350,215.69772439935946,69.43642735844962,0,1,POS,Dining,25,2.7034288833836944,0
TXN004695,880.0347121002875,10.807753296777197,0,0,Web,Clothing,18,6.660022099012989,0
TXN003399,577.1256964588986,0.21836564161727665,1,0,Web,Retail,45,7.372616886736455,0
TXN004081,234.0994898266773,48.37683199411355,0,0,Web,Grocery,26,6.581902665373644,0
TXN009149,544.6359358260116,76.86912382535355,1,1,POS,Dining,59,9.66479325711853,0
TXN001224,420.30758960919616,16.00733188524436,1,1,Mobile,Electronics,54,6.089698243583768,0
TXN006292,951.7507039841466,50.3076160385445,0,1,Mobile,Electronics,61,1.2321192240859806,0
TXN003122,63.46376944710289,2.0617430812178865,1,0,Web,Grocery,43,9.83059447333215,0
TXN000510,613.801780739854,3.889164198466653,0,0,Web,Dining,26,6.551992732061467,0
TXN005794,503.3726445455193,5.130143983845261,1,1,POS,Retail,56,7.391614699492266,0
TXN008181,153.79024328895073,3.414508545872485,1,0,POS,Clothing,55,7.765679922052042,0
TXN009417,265.1398936317157,70.3359520463051,1,0,POS,Retail,55,3.4081120238297236,0
TXN000096,523.2100965526121,26.683530046597188,0,1,POS,Grocery,66,2.3062873683340173,1
TXN006681,233.9543668671947,29.529146161432458,0,1,POS,Grocery,21,5.669448164736702,0
TXN001512,955.5681722589798,57.893438764072755,1,1,Web,Dining,42,8.813034987967685,0
TXN008791,58.73040882284429,45.0482635893419,1,1,Web,Grocery,20,6.464208989424959,0
TXN000119,539.802899673735,42.10716292264325,0,1,Web,Grocery,66,4.697100530356835,1
TXN007791,220.10108081017069,18.883944738805923,0,1,Mobile,Clothing,53,4.147335727827775,0
TXN006517,727.4356469303983,77.54883418862939,0,0,POS,Electronics,62,0.3725695890822185,0
TXN000033,948.93665171608,67.644213435951,0,0,Mobile,Electronics,69,2.630881855471497,1
TXN007887,394.68956486152183,22.422628019704536,1,0,POS,Electronics,69,5.675468618472503,0
TXN006830,931.6128626994137,26.851102168601468,0,1,Mobile,Clothing,55,6.307551761894687,0
TXN005421,310.1600795395123,34.79101290031823,1,1,Mobile,Dining,57,2.5748234425780447,0
TXN001068,355.26753548313576,21.356997005674987,1,1,POS,Dining,33,1.4506889722932426,0
TXN001347,371.6677242216181,4.696058698297516,0,1,Web,Retail,31,4.114109251745443,0
TXN004747,39.918888502115756,24.01824327227797,1,1,Mobile,Electronics,18,2.7946317925495143,0
TXN006005,962.3757194237256,7.533375906507304,1,1,Mobile,Grocery,30,9.900028743682322,0
TXN006039,866.729092906908,14.85654678079457,1,1,POS,Clothing,58,0.2190999862660727,0
TXN003817,823.7286743852072,20.102739288551884,1,0,Mobile,Grocery,44,3.961217429802993,0
TXN008446,565.507210753657,11.97014822018672,0,0,Mobile,Clothing,54,4.261319277069547,0
TXN005269,305.59822126067843,2.4986802223965343,0,0,Mobile,Clothing,55,9.811793445395866,0
TXN006897,4.652655033304628,13.48513616773394,1,1,Web,Dining,41,5.5083813890952245,0
TXN005309,894.0395771593205,2.1021672922603782,0,1,Web,Clothing,56,0.3448602959103974,0
TXN000031,171.35359956360423,125.73537801066219,0,1,Web,Clothing,38,0.22243239806210172,1
TXN005674,958.0130954159715,72.60227704682913,0,1,Web,Grocery,36,1.0249667969577931,0
TXN004386,959.8312293844454,50.54230058216418,0,0,Web,Electronics,44,9.07655826337783,0
TXN000029,47.40396230727773,33.4636739060634,0,0,Web,Grocery,20,4.037276579061933,1
TXN004202,126.42424010857862,43.6626231671336,0,0,Mobile,Grocery,51,1.4100878871062865,0
TXN007507,327.6151581544402,35.547847146521065,0,0,Mobile,Grocery,27,4.511164452874485,0
TXN000735,877.3233402722951,7.0690814466854235,1,1,Web,Retail,49,9.928383112897254,0
TXN002067,259.36221405315075,113.48458299276191,1,0,Web,Clothing,23,7.546493934882559,0
TXN000106,410.9725401125941,9.08184787452746,0,0,POS,Clothing,51,4.096953726261452,1
TXN009644,377.01115019674086,35.08516977261801,0,0,POS,Dining,37,9.518230312284325,0
TXN008894,10.690654568119179,10.727127779408598,0,1,Mobile,Dining,53,7.4978978395439935,0
TXN008020,498.37131133380484,19.386532031289942,0,0,Mobile,Grocery,49,0.6532874895959047,0
TXN002232,902.9921001967953,3.5403502036277037,1,0,Web,Grocery,63,1.977230443328333,0
TXN000993,590.640436202218,19.633197533624955,1,0,Web,Dining,48,9.568910444644326,0
TXN009412,754.1837467569826,21.38521960517289,0,1,Web,Clothing,24,1.809985049107216,0
TXN007058,899.7128768829427,38.163418268441006,0,0,Mobile,Retail,49,0.44783113838789135,0
TXN006789,550.9947553193755,93.34843209656137,0,0,Mobile,Electronics,69,1.0210173363978938,0
TXN000360,388.7817562803154,63.64076243016901,1,1,POS,Grocery,56,5.386442475227849,1
TXN000304,726.3652423889389,8.975811195874636,0,1,Web,Dining,23,5.674410631003191,1
TXN002627,687.3322472367395,73.83515552879057,1,0,Web,Grocery,42,6.98466552309213,0
TXN008965,661.8627998220287,5.600573016724075,0,0,POS,Retail,42,3.650448952397532,0
TXN004513,626.0562303490913,7.88583497201879,1,1,Mobile,Dining,57,1.2469959879950547,0
TXN005910,406.92589873280406,81.09854013765415,0,1,Mobile,Retail,32,9.459672078370883,0
TXN008313,605.4965206149135,7.202944102394371,1,1,Mobile,Retail,27,2.6965998375669473,0
TXN003100,93.53285756831583,6.875650294695379,0,0,Mobile,Retail,66,2.498139697813465,0
TXN005703,253.0704215194815,0.8679914038787645,1,1,POS,Clothing,63,4.169149391297246,0
TXN003898,540.7562352585169,98.9982324051773,0,0,Mobile,Clothing,63,6.616585170407033,0
TXN005440,460.8687215921223,59.48147708549635,0,1,POS,Grocery,48,8.404754364669637,0
TXN007930,821.9796577949461,42.185954611460296,0,1,Web,Electronics,67,9.447261413891516,0
TXN000621,210.1399740133736,10.306156698119924,1,1,POS,Retail,39,2.28629065878604,0
TXN007235,473.9614986604547,32.66975683001844,0,1,POS,Retail,20,9.858721471605483,0
TXN002498,980.758604239846,43.508798887683604,1,1,Web,Dining,64,2.6965914719312667,0
TXN000713,412.42907323312124,43.0735714653776,0,1,Web,Electronics,66,8.07272996195772,0
TXN008403,538.8458027095368,26.70723126010862,0,1,POS,Retail,66,7.8860941415387815,0
TXN002855,506.4519498271967,6.991587901904564,0,1,Web,Clothing,63,3.5489990555559614,0
TXN004269,940.5634489265232,10.89128883183712,1,0,POS,Retail,55,2.9815790998173313,0
TXN002908,304.8945209166446,46.296804574647375,1,0,Mobile,Retail,62,9.07399571535406,0
TXN008080,314.468361162423,11.933916226486524,1,0,Mobile,Grocery,44,3.156420872473468,0
TXN004516,521.8556444522675,20.490654749348458,1,0,Web,Dining,50,5.802583309298787,0
TXN001261,797.761541536551,10.812842993118828,0,1,POS,Dining,57,6.892046403083911,0
TXN003160,444.4755350518714,23.14289330336465,0,1,Mobile,Retail,54,3.3526654480291143,0
TXN000970,664.0074941972855,14.864194465434101,1,0,POS,Grocery,60,2.822541468403856,0
TXN003912,7.372664363184088,26.04066137313337,1,1,Web,Dining,65,5.915473385944052,0
TXN005198,387.83591806899676,6.777487530585782,0,1,Web,Electronics,36,4.199665308534453,0
TXN008846,933.1801079474844,44.86949637071641,1,0,Web,Dining,62,1.9831789571206304,0
TXN000259,98.07931727699777,2.632223581714993,0,1,POS,Clothing,39,9.178555014272167,1
TXN003790,215.4811915758921,8.662644729366654,0,0,Web,Electronics,30,0.1376857795700845,0
TXN009202,599.6942727441682,60.1569287211063,0,1,POS,Retail,67,9.78027864522009,0
TXN000487,281.6822264026381,82.99223299522593,1,0,Web,Clothing,22,2.4787260689339923,1
TXN007907,796.2724568715405,16.767704420824685,1,1,Web,Clothing,66,9.626027137415512,0
TXN000518,987.2888531856295,40.3887230890404,0,0,Web,Grocery,23,0.7534072135578973,0
TXN008342,180.61801568158032,49.84193787283505,0,1,POS,Retail,49,8.824719642530601,0
TXN000311,79.37792496092369,9.907668851000407,1,0,POS,Dining,29,3.494586447182764,1
TXN003231,608.144930412557,16.987387893761436,0,1,Mobile,Electronics,66,3.9772958533686227,0
TXN007932,597.1262671161109,25.468619231192033,0,0,Mobile,Retail,31,0.5534724828384809,0
TXN007457,405.301168454841,14.889354872987775,0,0,Mobile,Electronics,43,9.673738895521868,0
TXN009783,937.9490891187886,0.5337652572998782,0,0,POS,Grocery,56,8.650706022627478,0
TXN005183,935.459095178131,21.6375959609379,1,0,Web,Dining,42,9.87669141617218,0
TXN008076,609.9189812443095,28.054910922681387,1,0,Web,Clothing,55,7.3329018470600715,0
TXN006501,80.98333912643663,37.54822852552793,1,0,POS,Clothing,30,5.738012653937698,0
TXN006790,826.0623382003878,26.28414840558615,1,0,Mobile,Grocery,39,3.8625921493710345,0
TXN007772,249.69458127207588,10.091831312051475,1,0,POS,Clothing,61,7.184036738445391,0
TXN002737,544.9378504674627,26.648863693197992,1,1,Mobile,Clothing,29,3.71918860546829,0
TXN007841,440.0682726671042,0.2888669132645035,1,0,Mobile,Clothing,47,0.35475267088788565,0
TXN006261,851.6856347260277,46.36527452707014,0,1,Web,Dining,56,3.599129690564158,0
TXN008205,255.83213519897674,11.596087656205306,1,1,POS,Retail,50,9.653347660673186,0
TXN001247,33.49365331176067,12.976319694192949,1,0,POS,Clothing,49,3.4967986238120408,0
TXN009335,212.05165402125823,106.24393438688475,1,1,POS,Grocery,28,7.73189217348096,0
TXN004194,619.5535626304709,3.1192765304600343,0,1,Mobile,Dining,32,2.6656895055317724,0
TXN008000,720.5476560234482,31.12754788397529,1,0,POS,Electronics,46,8.805422530329034,0
TXN007377,403.3827485124485,19.615284134693916,1,0,POS,Dining,55,5.963143438481579,0
TXN003434,707.6896030328948,14.894510705251879,1,1,POS,Clothing,32,0.3376649658575669,0
TXN005381,504.9984211307809,11.66680071582787,1,1,POS,Dining,61,4.864349881039895,0
TXN000958,167.11708538732333,24.43003056771672,1,0,Web,Grocery,61,7.652540120392099,0
TXN000416,293.9175609263665,35.89969234191792,1,1,Web,Dining,46,6.551579259586453,1
TXN005741,569.9277612600573,37.41280082704851,1,0,Web,Grocery,36,9.982540794585331,0
TXN006727,90.61121809583094,1.4673195177096956,0,1,Web,Electronics,54,1.348421133758366,0
TXN004381,72.08452319903184,26.46540135046135,0,0,Web,Dining,43,1.5451732472381414,0
TXN005196,738.8075073435665,51.13055960374405,1,1,Web,Electronics,41,8.654623122168145,0
TXN001112,224.59379720780046,0.9260699228521071,0,1,Mobile,Clothing,62,4.4202701820546055,0
TXN002688,493.37171986299916,34.44260999991245,0,0,Web,Retail,51,9.089753292627272,0
TXN006472,647.8722757745929,10.06285110742733,1,0,Mobile,Retail,53,7.921621296798951,0
TXN008819,342.92332719695645,3.3663396285325327,0,1,Mobile,Clothing,26,5.622020760823292,0
TXN007807,854.7140953686082,36.82716920947951,1,0,Mobile,Retail,53,0.5069043254499603,0
TXN003410,411.78032647659137,3.8881150510728544,1,0,POS,Retail,53,6.562867606378333,0
TXN000080,863.240322449718,26.633544153318308,1,0,Mobile,Grocery,19,4.398220578448471,1
TXN004613,109.90460202528777,35.90045330689271,0,1,Mobile,Electronics,61,5.152148392035662,0
TXN001373,492.7855785915867,17.025821587794002,1,1,Mobile,Grocery,53,7.534538512903017,0
TXN001509,765.1183782805862,12.249117119982568,1,0,Web,Dining,28,9.831057836721362,0
TXN006442,723.1163646963121,5.117732059919626,1,0,POS,Clothing,52,7.095390412849475,0
TXN003070,706.9232400088308,15.51200197620049,0,1,POS,Clothing,47,4.451237393822349,0
TXN003015,334.71591570310045,30.544658988657577,1,1,POS,Dining,37,5.7749081469682375,0
TXN004822,377.6768770706971,11.042639380909009,0,1,Mobile,Grocery,69,0.1298371800615441,0
TXN007821,381.7657351527008,8.032707545801006,0,0,Mobile,Grocery,41,8.001681841216254,0
TXN000092,761.0242635682805,13.956203047919328,1,1,Web,Grocery,54,4.294573714151642,1
TXN009420,924.4299918476066,77.56623554811245,0,1,Web,Clothing,67,8.71859269951092,0
TXN006599,582.0072490119056,44.634488768360285,1,0,Web,Electronics,37,2.4739590280531165,0
TXN004442,225.43274024412486,4.719542274859589,0,1,Web,Grocery,31,4.326092558639283,0
TXN007601,177.5056318621289,32.20565776714635,1,0,POS,Grocery,41,4.923207813166377,0
TXN003834,459.6648992633942,15.107895564572779,0,1,Web,Retail,36,5.498379853644885,0
TXN009701,215.78976350175853,18.855276213657113,0,0,Web,Dining,58,4.294089686266676,0
TXN004321,936.0013110003109,0.6714567543064518,1,0,POS,Clothing,67,9.53332805973367,0
TXN003393,325.965327743386,65.94449256556524,1,0,Mobile,Clothing,19,8.72595270056116,0
TXN004751,444.7392234714882,6.640070727013455,0,0,Web,Retail,47,3.24191356245686,0
TXN007228,947.4805700617334,22.367385141389175,0,1,POS,Retail,66,2.2147167459468275,0
TXN009190,904.077714892696,37.422384400299876,1,1,Web,Retail,60,9.77989513598815,0
TXN002360,12.694904120173161,44.72669064222788,0,0,Web,Clothing,43,6.984857669726181,0
TXN001147,658.793382823767,12.774323786131994,0,0,Web,Grocery,49,5.230068561445406,0
TXN005665,781.6806266659545,51.04569917069419,1,0,Mobile,Grocery,52,8.886281209873005,0
TXN008074,833.438010753812,1.9753276511540554,1,1,Web,Clothing,50,3.733339064131965,0
TXN004942,848.6233026318583,3.9861783554372865,1,0,Web,Electronics,21,7.732573896598116,0
TXN003662,51.19276681315915,28.16413279262983,0,0,Mobile,Grocery,18,0.16494146455903733,0
TXN001562,780.744989728618,61.153264957189045,0,0,Mobile,Retail,41,2.9909416030358424,0
TXN004112,70.3246918182792,6.207387070479314,0,0,Web,Electronics,22,2.2504061158395925,0
TXN009049,517.2193088951243,11.462338254225772,1,1,Web,Electronics,59,1.7747251110588118,0
TXN009275,336.8291732410004,17.92300018889771,0,0,POS,Clothing,26,3.3188821027350044,0
TXN008537,887.6755087443752,67.46148665241974,0,0,POS,Clothing,34,9.889287123954901,0
TXN000794,19.092073637019666,5.712057094457543,1,1,POS,Retail,49,1.3452417980597107,0
TXN005853,863.9258333420382,70.35340751881716,0,0,POS,Dining,42,7.241142519519857,0
TXN007618,971.2486919736089,90.2839461502105,0,0,Mobile,Electronics,41,0.7857884837692174,0
TXN001593,105.00553973478218,10.457876212124578,0,1,Mobile,Electronics,43,8.71315077684052,0
TXN007417,182.6266572012828,15.162307962838696,0,1,Mobile,Clothing,35,5.413238852139405,0
TXN005266,291.5859773773509,6.048695941656208,0,0,POS,Clothing,44,3.345720798887385,0
TXN007146,754.0598992653906,39.60762901268996,1,1,POS,Dining,32,1.3573428826588652,0
TXN000088,887.3255298337502,42.47732765888237,0,1,POS,Electronics,42,4.6920830961593625,1
TXN008694,519.4184269004921,18.727382320688807,0,1,POS,Dining,69,9.482635235297607,0
TXN009731,748.4136372296675,18.921500982426586,1,1,POS,Electronics,37,5.820930450474941,0
TXN009445,45.52547067191819,16.90264429297276,0,1,Mobile,Grocery,44,6.657742847869067,0
TXN006753,87.37104961303217,19.236810702726928,1,0,POS,Grocery,55,7.228556856022624,0
TXN003501,802.8376720405768,32.04945944852806,0,1,Web,Grocery,60,3.0546850284230493,0
TXN002233,852.4116105167902,7.152490116647354,1,0,Mobile,Dining,50,9.855523414725534,0
TXN002802,943.7578912274006,35.747839453223364,1,0,Web,Dining,18,2.967712277330611,0
TXN004423,728.927627952366,3.1428740840994034,0,0,Mobile,Grocery,37,7.888377712923582,0
TXN005662,813.038120565221,20.194110310587682,1,1,Web,Electronics,58,6.5221048468329474,0
TXN007169,242.5227429722019,9.475539399438508,1,0,Web,Clothing,46,4.313790830502143,0
TXN008336,941.0248220549511,43.842165147551036,1,0,Mobile,Grocery,57,1.7751108912256168,0
TXN002147,358.44046706011636,0.4506761873613709,1,0,POS,Electronics,18,7.691893149905586,0
TXN007968,420.91505380630343,16.8554498906797,1,0,Web,Clothing,68,0.8493268004786757,0
TXN006550,334.77054743447667,5.222944095775753,1,1,Mobile,Dining,27,9.512900110665107,0
TXN007642,438.86030942513275,12.691864774753183,0,1,Web,Dining,29,4.702065764178433,0
